||||Sütunlar|
|||2005|339.0|
|||2006|359.0|
|||2007|373.0|
|||2008|363.0|
|||2009|459.0|
|||2010|415.0|
|||2011|501.0|
|||2012|558.0|
|||2013|538.0|
|||2014|538.0|
|||2015|534.0|
|||2016|580.0|
|||2017|549.0|
|||2018|595.0|
|||2019|564.0|
|||2020|493.0|
||Erzurum, Erzincan, Bayburt-TRA1|2001|38.0|
|||2002|49.0|
|||2003|40.0|
|||2004|48.0|
|||2005|29.0|
|||2006|43.0|
|||2007|40.0|
|||2008|36.0|
|||2009|60.0|
|||2010|48.0|
|||2011|61.0|
|||2012|54.0|
|||2013|58.0|
|||2014|56.0|
|||2015|58.0|
|||2016|55.0|
|||2017|49.0|
|||2018|60.0|
|||2019|82.0|
|||2020|62.0|
||Gaziantep, Adıyaman, Kilis-TRC1|2001|180.0|
|||2002|152.0|
|||2003|162.0|
|||2004|157.0|
|||2005|140.0|
|||2006|109.0|
|||2007|110.0|
|||2008|131.0|
|||2009|175.0|
|||2010|194.0|
|||2011|235.0|
|||2012|196.0|
|||2013|245.0|
|||2014|227.0|
|||2015|251.0|
|||2016|229.0|
|||2017|235.0|
|||2018|284.0|
|||2019|273.0|
|||2020|288.0|
||Hatay, Kahramanmaraş, Osmaniye-TR63|2001|217.0|
|||2002|200.0|
|||2003|205.0|
|||2004|225.0|
|||2005|227.0|
|||2006|203.0|
|||2007|200.0|
|||2008|228.0|
|||2009|276.0|
|||2010|309.0|
|||2011|302.0|
|||2012|313.0|
|||2013|295.0|
|||2014|330.0|
|||2015|322.0|
|||2016|296.0|
|||2017|368.0|
|||2018|388.0|
|||2019|462.0|
|||2020|373.0|
||İstanbul-TR10|2001|1305.0|
|||2002|1372.0|
|||2003|1336.0|
|||2004|1325.0|
|||2005|1530.0|
|||2006|1464.0|
|||2007|1435.0|
|||2008|1529.0|
|||2009|1730.0|
|||2010|1732.0|
|||2011|1866.0|
|||2012|1864.0|
|||2013|1956.0|
|||2014|2034.0|
|||2015|1996.0|
|||2016|1896.0|
|||2017|1909.0|
|||2018|2069.0|
|||2019|2367.0|
|||2020|1807.0|
||İzmir-TR31|2001|620.0|
|||2002|590.0|
|||2003|554.0|
|||2004|573.0|
|||2005|646.0|
|||2006|616.0|
|||2007|618.0|
|||2008|709.0|
|||2009|739.0|
|||2010|836.0|
|||2011|809.0|
|||2012|783.0|
|||2013|807.0|
|||2014|728.0|
|||2015|835.0|
|||2016|769.0|
|||2017|819.0|
|||2018|794.0|
|||2019|930.0|
|||2020|751.0|
||Kastamonu, Çankırı, Sinop-TR82|2001|61.0|
|||2002|42.0|
|||2003|50.0|
|||2004|44.0|
|||2005|53.0|
|||2006|45.0|
|||2007|51.0|
|||2008|59.0|
|||2009|67.0|
|||2010|66.0|
|||2011|65.0|
|||2012|66.0|
|||2013|61.0|
|||2014|59.0|
|||2015|66.0|
|||2016|67.0|
|||2017|74.0|
|||2018|76.0|
|||2019|88.0|
|||2020|60.0|
||Kayseri, Sivas, Yozgat-TR72|2001|230.0|
|||2002|255.0|
|||2003|222.0|
|||2004|198.0|
|||2005|227.0|
|||2006|185.0|
|||2007|218.0|
|||2008|210.0|
|||2009|243.0|
|||2010|250.0|
|||2011|248.0|
|||2012|280.0|
|||2013|322.0|
|||2014|312.0|
|||2015|307.0|
|||2016|300.0|
|||2017|278.0|
|||2018|343.0|
|||2019|329.0|
|||2020|285.0|
||Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71|2001|214.0|
|||2002|200.0|
|||2003|188.0|
|||2004|170.0|
|||2005|172.0|
|||2006|178.0|
|||2007|154.0|
|||2008|192.0|
|||2009|206.0|
|||2010|223.0|
|||2011|190.0|
|||2012|213.0|
|||2013|234.0|
|||2014|207.0|
|||2015|209.0|
|||2016|199.0|
|||2017|203.0|
|||2018|216.0|
|||2019|215.0|
|||2020|227.0|
||Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42|2001|255.0|
|||2002|259.0|
|||2003|277.0|
|||2004|217.0|
|||2005|280.0|
|||2006|304.0|
|||2007|284.0|
|||2008|339.0|
|||2009|379.0|
|||2010|422.0|
|||2011|330.0|
|||2012|409.0|
|||2013|481.0|
|||2014|426.0|
|||2015|482.0|
|||2016|437.0|
|||2017|458.0|
|||2018|458.0|
|||2019|608.0|
|||2020|515.0|
||Konya, Karaman-TR52|2001|195.0|
|||2002|182.0|
|||2003|189.0|
|||2004|202.0|
|||2005|175.0|
|||2006|182.0|
|||2007|150.0|
|||2008|213.0|
|||2009|236.0|
|||2010|251.0|
|||2011|298.0|
|||2012|320.0|
|||2013|293.0|
|||2014|276.0|
|||2015|285.0|
|||2016|272.0|
|||2017|303.0|
|||2018|288.0|
|||2019|331.0|
|||2020|327.0|
||Malatya, Elazığ, Bingöl, Tunceli-TRB1|2001|71.0|
|||2002|83.0|
|||2003|80.0|
|||2004|90.0|
|||2005|76.0|
|||2006|88.0|
|||2007|89.0|
|||2008|92.0|
|||2009|97.0|
|||2010|109.0|
|||2011|92.0|
|||2012|118.0|
|||2013|127.0|
|||2014|134.0|
|||2015|109.0|
|||2016|145.0|
|||2017|108.0|
|||2018|129.0|
|||2019|167.0|
|||2020|136.0|
||Manisa, Afyonkarahisar, Kütahya, Uşak-TR33|2001|341.0|
|||2002|302.0|
|||2003|352.0|
|||2004|286.0|
|||2005|310.0|
|||2006|270.0|
|||2007|315.0|
|||2008|326.0|
|||2009|357.0|
|||2010|396.0|
|||2011|361.0|
|||2012|372.0|
|||2013|385.0|
|||2014|361.0|
|||2015|421.0|
|||2016|366.0|
|||2017|356.0|
|||2018|422.0|
|||2019|440.0|
|||2020|377.0|
||Mardin, Batman, Şırnak, Siirt-TRC3|2001|15.0|
|||2002|20.0|
|||2003|21.0|
|||2004|21.0|
|||2005|27.0|
|||2006|30.0|
|||2007|15.0|
|||2008|27.0|
|||2009|36.0|
|||2010|23.0|
|||2011|36.0|
|||2012|34.0|
|||2013|46.0|
|||2014|50.0|
|||2015|41.0|
|||2016|29.0|
|||2017|40.0|
|||2018|42.0|
|||2019|79.0|
|||2020|73.0|
||Samsun, Tokat, Çorum, Amasya-TR83|2001|215.0|
|||2002|229.0|
|||2003|242.0|
|||2004|218.0|
|||2005|232.0|
|||2006|177.0|
|||2007|214.0|
|||2008|230.0|
|||2009|234.0|
|||2010|251.0|
|||2011|276.0|
|||2012|280.0|
|||2013|267.0|
|||2014|331.0|
|||2015|270.0|
|||2016|259.0|
|||2017|272.0|
|||2018|301.0|
|||2019|311.0|
|||2020|271.0|
||Şanlıurfa, Diyarbakır-TRC2|2001|38.0|
|||2002|43.0|
|||2003|64.0|
|||2004|82.0|
|||2005|76.0|
|||2006|65.0|
|||2007|86.0|
|||2008|71.0|
|||2009|79.0|
|||2010|69.0|
|||2011|85.0|
|||2012|102.0|
|||2013|104.0|
|||2014|117.0|
|||2015|118.0|
|||2016|112.0|
|||2017|112.0|
|||2018|150.0|
|||2019|173.0|
|||2020|152.0|
||Tekirdağ, Edirne, Kırklareli-TR21|2001|125.0|
|||2002|118.0|
|||2003|124.0|
|||2004|170.0|
|||2005|151.0|
|||2006|166.0|
|||2007|140.0|
|||2008|156.0|
|||2009|194.0|
|||2010|198.0|
|||2011|196.0|
|||2012|201.0|
|||2013|202.0|
|||2014|244.0|
|||2015|235.0|
|||2016|220.0|
|||2017|219.0|
|||2018|295.0|
|||2019|275.0|
|||2020|231.0|
||Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90|2001|153.0|
|||2002|164.0|
|||2003|133.0|
|||2004|162.0|
|||2005|143.0|
|||2006|129.0|
|||2007|127.0|
|||2008|153.0|
|||2009|178.0|
|||2010|146.0|
|||2011|135.0|
|||2012|164.0|
|||2013|189.0|
|||2014|200.0|
|||2015|204.0|
|||2016|198.0|
|||2017|183.0|
|||2018|190.0|
|||2019|224.0|
|||2020|243.0|
||Van, Muş, Bitlis, Hakkari-TRB2|2001|12.0|
|||2002|9.0|
|||2003|12.0|
|||2004|18.0|
|||2005|13.0|
|||2006|10.0|
|||2007|17.0|
|||2008|22.0|
|||2009|32.0|
|||2010|19.0|
|||2011|29.0|
|||2012|32.0|
|||2013|21.0|
|||2014|43.0|
|||2015|41.0|
|||2016|31.0|
|||2017|38.0|
|||2018|50.0|
|||2019|70.0|
|||2020|65.0|
||Zonguldak, Karabük, Bartın-TR81|2001|138.0|
|||2002|132.0|
|||2003|146.0|
|||2004|132.0|
|||2005|109.0|
|||2006|100.0|
|||2007|112.0|
|||2008|115.0|
|||2009|132.0|
|||2010|112.0|
|||2011|116.0|
|||2012|106.0|
|||2013|107.0|
|||2014|108.0|
|||2015|140.0|
|||2016|126.0|
|||2017|117.0|
|||2018|159.0|
|||2019|159.0|
|||2020|109.0|
|Eşlerin yaş farkı:7|Adana, Mersin-TR62|2001|327.0|
|||2002|324.0|
|||2003|329.0|
|||2004|277.0|
|||2005|325.0|
|||2006|291.0|
|||2007|337.0|
|||2008|341.0|
|||2009|397.0|
|||2010|435.0|
|||2011|431.0|
|||2012|443.0|
|||2013|462.0|
|||2014|521.0|
|||2015|495.0|
|||2016|453.0|
|||2017|457.0|
|||2018|535.0|
|||2019|574.0|
|||2020|528.0|
||Ağrı, Kars, Iğdır, Ardahan-TRA2|2001|24.0|
|||2002|21.0|
|||2003|35.0|
|||2004|24.0|
|||2005|37.0|
|||2006|17.0|
|||2007|26.0|
|||2008|28.0|
|||2009|35.0|
|||2010|24.0|
|||2011|37.0|
|||2012|33.0|
|||2013|54.0|
|||2014|38.0|
|||2015|44.0|
|||2016|32.0|
|||2017|29.0|
|||2018|48.0|
|||2019|59.0|
|||2020|43.0|
||Ankara-TR51|2001|481.0|
|||2002|473.0|
|||2003|416.0|
|||2004|433.0|
|||2005|456.0|
|||2006|458.0|
|||2007|451.0|
|||2008|514.0|
|||2009|580.0|
|||2010|563.0|
|||2011|643.0|
|||2012|705.0|
|||2013|668.0|
|||2014|726.0|
|||2015|685.0|
|||2016|664.0|
|||2017|653.0|
|||2018|688.0|
|||2019|752.0|
|||2020|684.0|
||Antalya, Isparta, Burdur-TR61|2001|231.0|
|||2002|264.0|
|||2003|260.0|
|||2004|217.0|
|||2005|241.0|
|||2006|257.0|
|||2007|263.0|
|||2008|290.0|
|||2009|363.0|
|||2010|376.0|
|||2011|425.0|
|||2012|392.0|
|||2013|373.0|
|||2014|424.0|
|||2015|449.0|
|||2016|383.0|
|||2017|380.0|
|||2018|444.0|
|||2019|477.0|
|||2020|434.0|
||Aydın, Denizli, Muğla-TR32|2001|307.0|
|||2002|311.0|
|||2003|265.0|
|||2004|280.0|
|||2005|328.0|
|||2006|314.0|
|||2007|302.0|
|||2008|301.0|
|||2009|380.0|
|||2010|404.0|
|||2011|395.0|
|||2012|436.0|
|||2013|408.0|
|||2014|425.0|
|||2015|474.0|
|||2016|410.0|
|||2017|423.0|
|||2018|467.0|
|||2019|473.0|
|||2020|394.0|
||Balıkesir, Çanakkale-TR22|2001|127.0|
|||2002|142.0|
|||2003|171.0|
|||2004|150.0|
|||2005|151.0|
|||2006|155.0|
|||2007|143.0|
|||2008|167.0|
|||2009|184.0|
|||2010|196.0|
|||2011|169.0|
|||2012|186.0|
|||2013|202.0|
|||2014|212.0|
|||2015|202.0|
|||2016|203.0|
|||2017|202.0|
|||2018|228.0|
|||2019|233.0|
|||2020|195.0|
||Bursa, Eskişehir, Bilecik-TR41|2001|271.0|
|||2002|287.0|
|||2003|261.0|
|||2004|227.0|
|||2005|253.0|
|||2006|266.0|
|||2007|299.0|
|||2008|301.0|
|||2009|324.0|
|||2010|405.0|
|||2011|393.0|
|||2012|431.0|
|||2013|432.0|
|||2014|499.0|
|||2015|457.0|
|||2016|431.0|
|||2017|420.0|
|||2018|447.0|
|||2019|462.0|
|||2020|442.0|
||Erzurum, Erzincan, Bayburt-TRA1|2001|36.0|
|||2002|41.0|
|||2003|37.0|
|||2004|41.0|
|||2005|32.0|
|||2006|41.0|
|||2007|36.0|
|||2008|36.0|
|||2009|35.0|
|||2010|47.0|
|||2011|45.0|
|||2012|72.0|
|||2013|38.0|
|||2014|52.0|
|||2015|51.0|
|||2016|58.0|
|||2017|41.0|
|||2018|58.0|
|||2019|66.0|
|||2020|47.0|
||Gaziantep, Adıyaman, Kilis-TRC1|2001|139.0|
|||2002|168.0|
|||2003|130.0|
|||2004|115.0|
|||2005|115.0|
|||2006|131.0|
|||2007|124.0|
|||2008|138.0|
|||2009|149.0|
|||2010|181.0|
|||2011|164.0|
|||2012|157.0|
|||2013|212.0|
|||2014|214.0|
|||2015|232.0|
|||2016|186.0|
|||2017|219.0|
|||2018|245.0|
|||2019|273.0|
|||2020|234.0|
||Hatay, Kahramanmaraş, Osmaniye-TR63|2001|202.0|
|||2002|228.0|
|||2003|175.0|
|||2004|199.0|
|||2005|181.0|
|||2006|195.0|
|||2007|192.0|
|||2008|207.0|
|||2009|234.0|
|||2010|262.0|
|||2011|304.0|
|||2012|306.0|
|||2013|249.0|
|||2014|297.0|
|||2015|301.0|
|||2016|277.0|
|||2017|289.0|
|||2018|361.0|
|||2019|402.0|
|||2020|354.0|
||İstanbul-TR10|2001|1076.0|
|||2002|1200.0|
|||2003|1055.0|
|||2004|1072.0|
|||2005|1194.0|
|||2006|1290.0|
|||2007|1185.0|
|||2008|1173.0|
|||2009|1443.0|
|||2010|1399.0|
|||2011|1631.0|
|||2012|1637.0|
|||2013|1598.0|
|||2014|1697.0|
|||2015|1674.0|
|||2016|1543.0|
|||2017|1651.0|
|||2018|1701.0|
|||2019|1850.0|
|||2020|1475.0|
||İzmir-TR31|2001|505.0|
|||2002|529.0|
|||2003|485.0|
|||2004|502.0|
|||2005|587.0|
|||2006|551.0|
|||2007|541.0|
|||2008|603.0|
|||2009|672.0|
|||2010|676.0|
|||2011|702.0|
|||2012|649.0|
|||2013|691.0|
|||2014|654.0|
|||2015|707.0|
|||2016|696.0|
|||2017|675.0|
|||2018|735.0|
|||2019|758.0|
|||2020|631.0|
||Kastamonu, Çankırı, Sinop-TR82|2001|52.0|
|||2002|44.0|
|||2003|45.0|
|||2004|47.0|
|||2005|50.0|
|||2006|50.0|
|||2007|28.0|
|||2008|48.0|
|||2009|61.0|
|||2010|53.0|
|||2011|61.0|
|||2012|57.0|
|||2013|50.0|
|||2014|46.0|
|||2015|54.0|
|||2016|46.0|
|||2017|59.0|
|||2018|84.0|
|||2019|58.0|
|||2020|50.0|
||Kayseri, Sivas, Yozgat-TR72|2001|189.0|
|||2002|168.0|
|||2003|184.0|
|||2004|185.0|
|||2005|193.0|
|||2006|169.0|
|||2007|177.0|
|||2008|179.0|
|||2009|200.0|
|||2010|222.0|
|||2011|228.0|
|||2012|234.0|
|||2013|235.0|
|||2014|269.0|
|||2015|265.0|
|||2016|300.0|
|||2017|252.0|
|||2018|307.0|
|||2019|267.0|
|||2020|248.0|
||Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71|2001|136.0|
|||2002|176.0|
|||2003|151.0|
|||2004|134.0|
|||2005|141.0|
|||2006|130.0|
|||2007|130.0|
|||2008|154.0|
|||2009|195.0|
|||2010|201.0|
|||2011|182.0|
|||2012|178.0|
|||2013|171.0|
|||2014|188.0|
|||2015|171.0|
|||2016|164.0|
|||2017|172.0|
|||2018|216.0|
|||2019|210.0|
|||2020|185.0|
||Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42|2001|206.0|
|||2002|213.0|
|||2003|205.0|
|||2004|210.0|
|||2005|253.0|
|||2006|239.0|
|||2007|222.0|
|||2008|283.0|
|||2009|338.0|
|||2010|358.0|
|||2011|375.0|
|||2012|299.0|
|||2013|357.0|
|||2014|389.0|
|||2015|388.0|
|||2016|350.0|
|||2017|396.0|
|||2018|439.0|
|||2019|482.0|
|||2020|440.0|
||Konya, Karaman-TR52|2001|161.0|
|||2002|140.0|
|||2003|138.0|
|||2004|149.0|
|||2005|156.0|
|||2006|155.0|
|||2007|157.0|
|||2008|147.0|
|||2009|188.0|
|||2010|218.0|
|||2011|225.0|
|||2012|238.0|
|||2013|232.0|
|||2014|234.0|
|||2015|226.0|
|||2016|227.0|
|||2017|248.0|
|||2018|236.0|
|||2019|274.0|
|||2020|256.0|
||Malatya, Elazığ, Bingöl, Tunceli-TRB1|2001|77.0|
|||2002|90.0|
|||2003|77.0|
|||2004|72.0|
|||2005|58.0|
|||2006|74.0|
|||2007|81.0|
|||2008|86.0|
|||2009|79.0|
|||2010|87.0|
|||2011|96.0|
|||2012|116.0|
|||2013|115.0|
|||2014|107.0|
|||2015|97.0|
|||2016|118.0|
|||2017|91.0|
|||2018|132.0|
|||2019|150.0|
|||2020|143.0|
||Manisa, Afyonkarahisar, Kütahya, Uşak-TR33|2001|287.0|
|||2002|277.0|
|||2003|286.0|
|||2004|253.0|
|||2005|231.0|
|||2006|245.0|
|||2007|238.0|
|||2008|276.0|
|||2009|291.0|
|||2010|313.0|
|||2011|289.0|
|||2012|316.0|
|||2013|286.0|
|||2014|311.0|
|||2015|345.0|
|||2016|305.0|
|||2017|301.0|
|||2018|334.0|
|||2019|334.0|
|||2020|311.0|
||Mardin, Batman, Şırnak, Siirt-TRC3|2001|21.0|
|||2002|16.0|
|||2003|20.0|
|||2004|19.0|
|||2005|18.0|
|||2006|21.0|
|||2007|19.0|
|||2008|22.0|
|||2009|19.0|
|||2010|16.0|
|||2011|31.0|
|||2012|34.0|
|||2013|40.0|
|||2014|45.0|
|||2015|34.0|
|||2016|36.0|
|||2017|41.0|
|||2018|42.0|
|||2019|56.0|
|||2020|67.0|
||Samsun, Tokat, Çorum, Amasya-TR83|2001|168.0|
|||2002|199.0|
|||2003|185.0|
|||2004|195.0|
|||2005|161.0|
|||2006|161.0|
|||2007|170.0|
|||2008|194.0|
|||2009|206.0|
|||2010|222.0|
|||2011|262.0|
|||2012|231.0|
|||2013|224.0|
|||2014|263.0|
|||2015|267.0|
|||2016|226.0|
|||2017|219.0|
|||2018|241.0|
|||2019|291.0|
|||2020|271.0|
||Şanlıurfa, Diyarbakır-TRC2|2001|38.0|
|||2002|44.0|
|||2003|47.0|
|||2004|50.0|
|||2005|57.0|
|||2006|51.0|
|||2007|73.0|
|||2008|58.0|
|||2009|85.0|
|||2010|64.0|
|||2011|86.0|
|||2012|77.0|
|||2013|94.0|
|||2014|114.0|
|||2015|107.0|
|||2016|97.0|
|||2017|106.0|
|||2018|133.0|
|||2019|137.0|
|||2020|138.0|
||Tekirdağ, Edirne, Kırklareli-TR21|2001|91.0|
|||2002|108.0|
|||2003|110.0|
|||2004|116.0|
|||2005|119.0|
|||2006|124.0|
|||2007|117.0|
|||2008|145.0|
|||2009|163.0|
|||2010|150.0|
|||2011|166.0|
|||2012|170.0|
|||2013|197.0|
|||2014|190.0|
|||2015|189.0|
|||2016|224.0|
|||2017|180.0|
|||2018|233.0|
|||2019|228.0|
|||2020|207.0|
||Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90|2001|131.0|
|||2002|141.0|
|||2003|130.0|
|||2004|128.0|
|||2005|126.0|
|||2006|93.0|
|||2007|112.0|
|||2008|118.0|
|||2009|155.0|
|||2010|147.0|
|||2011|141.0|
|||2012|156.0|
|||2013|164.0|
|||2014|154.0|
|||2015|165.0|
|||2016|161.0|
|||2017|171.0|
|||2018|200.0|
|||2019|217.0|
|||2020|195.0|
||Van, Muş, Bitlis, Hakkari-TRB2|2001|8.0|
|||2002|10.0|
|||2003|19.0|
|||2004|14.0|
|||2005|12.0|
|||2006|21.0|
|||2007|21.0|
|||2008|18.0|
|||2009|20.0|
|||2010|19.0|
|||2011|28.0|
|||2012|24.0|
|||2013|32.0|
|||2014|25.0|
|||2015|31.0|
|||2016|30.0|
|||2017|41.0|
|||2018|39.0|
|||2019|61.0|
|||2020|52.0|
||Zonguldak, Karabük, Bartın-TR81|2001|96.0|
|||2002|103.0|
|||2003|110.0|
|||2004|89.0|
|||2005|95.0|
|||2006|72.0|
|||2007|90.0|
|||2008|68.0|
|||2009|108.0|
|||2010|91.0|
|||2011|97.0|
|||2012|96.0|
|||2013|117.0|
|||2014|115.0|
|||2015|96.0|
|||2016|84.0|
|||2017|78.0|
|||2018|83.0|
|||2019|100.0|
|||2020|99.0|
|Eşlerin yaş farkı:8|Adana, Mersin-TR62|2001|274.0|
|||2002|268.0|
|||2003|274.0|
|||2004|281.0|
|||2005|268.0|
|||2006|255.0|
|||2007|264.0|
|||2008|297.0|
|||2009|343.0|
|||2010|347.0|
|||2011|397.0|
|||2012|379.0|
|||2013|442.0|
|||2014|381.0|
|||2015|422.0|
|||2016|379.0|
|||2017|377.0|
|||2018|443.0|
|||2019|467.0|
|||2020|460.0|
||Ağrı, Kars, Iğdır, Ardahan-TRA2|2001|18.0|
|||2002|30.0|
|||2003|22.0|
|||2004|18.0|
|||2005|27.0|
|||2006|22.0|
|||2007|19.0|
|||2008|26.0|
|||2009|26.0|
|||2010|34.0|
|||2011|31.0|
|||2012|31.0|
|||2013|37.0|
|||2014|30.0|
|||2015|34.0|
|||2016|35.0|
|||2017|29.0|
|||2018|50.0|
|||2019|45.0|
|||2020|49.0|
||Ankara-TR51|2001|333.0|
|||2002|355.0|
|||2003|334.0|
|||2004|350.0|
|||2005|395.0|
|||2006|382.0|
|||2007|390.0|
|||2008|440.0|
|||2009|467.0|
|||2010|505.0|
|||2011|524.0|
|||2012|528.0|
|||2013|526.0|
|||2014|581.0|
|||2015|548.0|
|||2016|528.0|
|||2017|560.0|
|||2018|592.0|
|||2019|626.0|
|||2020|566.0|
||Antalya, Isparta, Burdur-TR61|2001|187.0|
|||2002|182.0|
|||2003|162.0|
|||2004|197.0|
|||2005|194.0|
|||2006|214.0|
|||2007|206.0|
|||2008|237.0|
|||2009|298.0|
|||2010|296.0|
|||2011|351.0|
|||2012|289.0|
|||2013|328.0|
|||2014|316.0|
|||2015|356.0|
|||2016|348.0|
|||2017|329.0|
|||2018|320.0|
|||2019|383.0|
|||2020|371.0|
||Aydın, Denizli, Muğla-TR32|2001|243.0|
|||2002|265.0|
|||2003|259.0|
|||2004|236.0|
|||2005|249.0|
|||2006|252.0|
|||2007|256.0|
|||2008|285.0|
|||2009|331.0|
|||2010|348.0|
|||2011|338.0|
|||2012|346.0|
|||2013|328.0|
|||2014|348.0|
|||2015|347.0|
|||2016|389.0|
|||2017|336.0|
|||2018|381.0|
|||2019|420.0|
|||2020|324.0|
||Balıkesir, Çanakkale-TR22|2001|101.0|
|||2002|95.0|
|||2003|111.0|
|||2004|135.0|
|||2005|122.0|
|||2006|118.0|
|||2007|113.0|
|||2008|112.0|
|||2009|148.0|
|||2010|146.0|
|||2011|173.0|
|||2012|175.0|
|||2013|140.0|
|||2014|146.0|
|||2015|188.0|
|||2016|143.0|
|||2017|164.0|
|||2018|162.0|
|||2019|190.0|
|||2020|161.0|
||Bursa, Eskişehir, Bilecik-TR41|2001|189.0|
|||2002|240.0|
|||2003|209.0|
|||2004|192.0|
|||2005|230.0|
|||2006|240.0|
|||2007|250.0|
|||2008|223.0|
|||2009|266.0|
|||2010|311.0|
|||2011|344.0|
|||2012|321.0|
|||2013|350.0|
|||2014|344.0|
|||2015|361.0|
|||2016|376.0|
|||2017|384.0|
|||2018|401.0|
|||2019|375.0|
|||2020|363.0|
||Erzurum, Erzincan, Bayburt-TRA1|2001|29.0|
|||2002|28.0|
|||2003|32.0|
|||2004|24.0|
|||2005|21.0|
|||2006|26.0|
|||2007|31.0|
|||2008|24.0|
|||2009|31.0|
|||2010|39.0|
|||2011|39.0|
|||2012|37.0|
|||2013|43.0|
|||2014|56.0|
|||2015|37.0|
|||2016|47.0|
|||2017|49.0|
|||2018|57.0|
|||2019|68.0|
|||2020|53.0|
||Gaziantep, Adıyaman, Kilis-TRC1|2001|108.0|
|||2002|96.0|
|||2003|117.0|
|||2004|95.0|
|||2005|117.0|
|||2006|87.0|
|||2007|103.0|
|||2008|99.0|
|||2009|131.0|
|||2010|139.0|
|||2011|152.0|
|||2012|174.0|
|||2013|154.0|
|||2014|200.0|
|||2015|169.0|
|||2016|134.0|
|||2017|186.0|
|||2018|207.0|
|||2019|236.0|
|||2020|209.0|
||Hatay, Kahramanmaraş, Osmaniye-TR63|2001|187.0|
|||2002|154.0|
|||2003|155.0|
|||2004|177.0|
|||2005|166.0|
|||2006|160.0|
|||2007|177.0|
|||2008|181.0|
|||2009|212.0|
|||2010|226.0|
|||2011|209.0|
|||2012|230.0|
|||2013|258.0|
|||2014|218.0|
|||2015|254.0|
|||2016|253.0|
|||2017|252.0|
|||2018|318.0|
|||2019|351.0|
|||2020|296.0|
||İstanbul-TR10|2001|871.0|
|||2002|964.0|
|||2003|875.0|
|||2004|889.0|
|||2005|1007.0|
|||2006|973.0|
|||2007|979.0|
|||2008|981.0|
|||2009|1224.0|
|||2010|1228.0|
|||2011|1232.0|
|||2012|1302.0|
|||2013|1253.0|
|||2014|1351.0|
|||2015|1274.0|
|||2016|1198.0|
|||2017|1260.0|
|||2018|1395.0|
|||2019|1382.0|
|||2020|1190.0|
||İzmir-TR31|2001|434.0|
|||2002|433.0|
|||2003|413.0|
|||2004|411.0|
|||2005|443.0|
|||2006|484.0|
|||2007|440.0|
|||2008|513.0|
|||2009|540.0|
|||2010|532.0|
|||2011|556.0|
|||2012|555.0|
|||2013|549.0|
|||2014|536.0|
|||2015|579.0|
|||2016|505.0|
|||2017|536.0|
|||2018|607.0|
|||2019|620.0|
|||2020|529.0|
||Kastamonu, Çankırı, Sinop-TR82|2001|38.0|
|||2002|35.0|
|||2003|37.0|
|||2004|42.0|
|||2005|32.0|
|||2006|39.0|
|||2007|33.0|
|||2008|45.0|
|||2009|33.0|
|||2010|44.0|
|||2011|55.0|
|||2012|41.0|
|||2013|53.0|
|||2014|41.0|
|||2015|43.0|
|||2016|49.0|
|||2017|42.0|
|||2018|54.0|
|||2019|37.0|
|||2020|48.0|
||Kayseri, Sivas, Yozgat-TR72|2001|139.0|
|||2002|140.0|
|||2003|150.0|
|||2004|126.0|
|||2005|124.0|
|||2006|126.0|
|||2007|154.0|
|||2008|154.0|
|||2009|151.0|
|||2010|174.0|
|||2011|187.0|
|||2012|201.0|
|||2013|207.0|
|||2014|227.0|
|||2015|185.0|
|||2016|237.0|
|||2017|197.0|
|||2018|236.0|
|||2019|216.0|
|||2020|226.0|
||Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71|2001|101.0|
|||2002|118.0|
|||2003|119.0|
|||2004|92.0|
|||2005|114.0|
|||2006|101.0|
|||2007|104.0|
|||2008|123.0|
|||2009|146.0|
|||2010|155.0|
|||2011|181.0|
|||2012|156.0|
|||2013|141.0|
|||2014|152.0|
|||2015|142.0|
|||2016|155.0|
|||2017|159.0|
|||2018|161.0|
|||2019|173.0|
|||2020|200.0|
||Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42|2001|171.0|
|||2002|176.0|
|||2003|177.0|
|||2004|159.0|
|||2005|180.0|
|||2006|178.0|
|||2007|199.0|
|||2008|197.0|
|||2009|245.0|
|||2010|273.0|
|||2011|243.0|
|||2012|306.0|
|||2013|291.0|
|||2014|316.0|
|||2015|300.0|
|||2016|316.0|
|||2017|294.0|
|||2018|317.0|
|||2019|389.0|
|||2020|345.0|
||Konya, Karaman-TR52|2001|126.0|
|||2002|122.0|
|||2003|104.0|
|||2004|118.0|
|||2005|120.0|
|||2006|125.0|
|||2007|115.0|
|||2008|116.0|
|||2009|124.0|
|||2010|153.0|
|||2011|157.0|
|||2012|176.0|
|||2013|168.0|
|||2014|180.0|
|||2015|191.0|
|||2016|178.0|
|||2017|160.0|
|||2018|194.0|
|||2019|215.0|
|||2020|198.0|
